Id,Probability
830,0.06189773
831,0.6406348
832,0.15363674
833,0.56421703
834,0.1523222
835,0.7036132
836,0.13563094
837,0.68428546
838,0.018132992
839,0.4137537
840,0.9179737
841,0.6482764
842,0.13110651
843,0.74972314
844,0.5062044
845,0.95849067
846,0.9320074
847,0.07466918
848,0.24104941
849,0.7774335
850,0.034917522
851,0.101504155
852,0.013331167
853,0.31521136
854,0.028867664
855,0.028112246
856,0.36499885
857,0.30123982
858,0.39439046
859,0.17070077
860,0.31071216
861,0.80095667
862,0.12804878
863,0.06284301
864,0.12847942
865,0.61065197
866,0.10744707
867,0.023350753
868,0.23260334
869,0.2640378
870,0.031845216
871,0.18756586
872,0.14940841
873,0.04119937
874,0.04546406
875,0.085534714
876,0.29423693
877,0.0701318
878,0.25962305
879,0.019457212
880,0.24364322
881,0.49119428
882,0.36448032
883,0.15219074
884,0.061423656
885,0.021104962
886,0.05622254
887,0.34886825
888,0.8558268
889,0.13657884
890,0.4155392
891,0.056896724
892,0.044192825
893,0.8664129
894,0.95466065
895,0.23171414
896,0.112123065
897,0.044067908
898,0.019875083
899,0.08751308
900,0.031131655
901,0.21883863
902,0.31057996
903,0.08539579
904,0.03871838
905,0.06667361
906,0.49138165
907,0.67812264
908,0.728839
909,0.32708767
910,0.18333504
911,0.2370523
912,0.44136992
913,0.017942172
914,0.04424979
915,0.2903564
916,0.020999625
917,0.14201847
918,0.047838468
919,0.3457775
920,0.5492198
921,0.66801727
922,0.3759342
923,0.7403157
924,0.09330461
925,0.028560499
926,0.39700186
927,0.2742846
928,0.25071985
929,0.31939048
930,0.8274404
931,0.6773076
932,0.08118704
933,0.06709909
934,0.070762254
935,0.13487104
936,0.17242536
937,0.21294144
938,0.10168109
939,0.27529314
940,0.24001141
941,0.3304464
942,0.15429659
943,0.29216897
944,0.49731985
945,0.09297745
946,0.08416039
947,0.4938069
948,0.15887222
949,0.023764161
950,0.0951924
951,0.020254893
952,0.6375374
953,0.27706033
954,0.18608963
955,0.73586
956,0.43998492
957,0.026348542
958,0.41837856
959,0.124323696
960,0.1297265
961,0.07837367
962,0.38034603
963,0.024041591
964,0.12502114
965,0.18006116
966,0.30794293
967,0.20815487
968,0.06613198
969,0.80508095
970,0.65112805
971,0.24445584
972,0.83830214
973,0.21635157
974,0.519216
975,0.097629696
976,0.180311
977,0.2482153
978,0.34822443
979,0.3944789
980,0.7915706
981,0.03378303
982,0.07274841
983,0.136012
984,0.21484531
985,0.29701963
986,0.8447104
987,0.06082132
988,0.06286577
989,0.2293152
990,0.105074085
991,0.3694607
992,0.08655415
993,0.06872621
994,0.39858884
995,0.0815367
996,0.87047
997,0.041399535
998,0.21474175
999,0.17872745
1000,0.18488632
1001,0.17529371
1002,0.3655966
1003,0.23915313
1004,0.4589061
1005,0.53402853
1006,0.032567818
1007,0.19928093
1008,0.050417427
1009,0.093354486
1010,0.04455761
1011,0.026236137
1012,0.07799466
1013,0.1982542
1014,0.13050106
1015,0.28935978
1016,0.59980303
1017,0.37077266
1018,0.49893403
1019,0.5340951
1020,0.15659972
1021,0.48598453
1022,0.29272354
1023,0.041172404
1024,0.64157546
1025,0.08790524
1026,0.27594376
1027,0.28467286
1028,0.35328618
1029,0.22694059
1030,0.32503536
1031,0.2886261
1032,0.1609836
1033,0.048230425
1034,0.22008067
1035,0.012575011
1036,0.27055973
1037,0.22665237
1038,0.03352244
1039,0.105333626
1040,0.013742017
1041,0.6929987
1042,0.71353054
1043,0.07696397
1044,0.34174597
1045,0.12213989
1046,0.316601
1047,0.022324916
1048,0.19703296
1049,0.13661607
1050,0.09412026
1051,0.23217978
1052,0.4666854
1053,0.5947969
1054,0.2609862
1055,0.6870749
1056,0.14701776
1057,0.20307054
1058,0.062262237
1059,0.39510125
1060,0.5122398
1061,0.20273304
1062,0.29094994
1063,0.034719296
1064,0.05741585
1065,0.5580781
1066,0.08496004
1067,0.58198225
1068,0.06454948
1069,0.11671106
1070,0.076286845
1071,0.38129017
1072,0.6681258
1073,0.9383321
1074,0.11375746
1075,0.24927692
1076,0.17166121
1077,0.442512
1078,0.22086625
1079,0.5738131
1080,0.30365288
1081,0.14190336
1082,0.5039877
1083,0.27690846
1084,0.35344583
1085,0.57080996
1086,0.037502743
1087,0.20600225
1088,0.3772563
1089,0.83944255
1090,0.08241488
1091,0.11251839
1092,0.14130984
1093,0.5000407
1094,0.076360285
1095,0.6579537
1096,0.6881141
1097,0.4143282
1098,0.49830684
1099,0.60355586
1100,0.32265395
1101,0.19176792
1102,0.23622979
1103,0.5359939
1104,0.009617993
1105,0.32654005
1106,0.24398918
1107,0.024958529
1108,0.6008782
1109,0.35669556
1110,0.14350994
1111,0.44521475
1112,0.044630148
1113,0.14172319
1114,0.2453045
1115,0.18510439
1116,0.3887843
1117,0.4244107
1118,0.8823003
1119,0.1034025
1120,0.19356936
1121,0.5883998
1122,0.039071597
1123,0.17573741
1124,0.553358
1125,0.20967624
1126,0.5746414
1127,0.21015383
1128,0.79102314
1129,0.6312664
1130,0.23229317
1131,0.0637519
1132,0.8451494
1133,0.07128192
1134,0.8073708
1135,0.65142184
1136,0.44860354
1137,0.27026466
1138,0.3123109
1139,0.14512973
1140,0.043823734
1141,0.021962542
1142,0.20813744
1143,0.7646517
1144,0.79827565
1145,0.6098198
1146,0.2840465
1147,0.54624915
1148,0.15262382
1149,0.24036027
1150,0.17031313
1151,0.64695626
1152,0.47117308
1153,0.20111582
1154,0.063609585
1155,0.28028098
1156,0.17219804
1157,0.8307085
1158,0.8813242
1159,0.595884
1160,0.08583093
1161,0.5986475
1162,0.26989865
1163,0.23739253
1164,0.2523677
1165,0.17771807
1166,0.12495728
1167,0.8451494
1168,0.16614841
1169,0.04535033
1170,0.23200956
1171,0.9728915
1172,0.20969725
1173,0.14337245
1174,0.08058519
1175,0.3603403
1176,0.83569
1177,0.80462337
1178,0.5808255
1179,0.072522156
1180,0.42830488
1181,0.9391403
1182,0.44592133
1183,0.4941169
1184,0.66611403
1185,0.2750611
1186,0.6933635
1187,0.6910644
1188,0.947104
1189,0.5809918
1190,0.041161347
1191,0.8640172
1192,0.1516473
1193,0.9347108
1194,0.60555875
1195,0.4471547
1196,0.03746398
1197,0.2654432
1198,0.06929733
1199,0.5706719
1200,0.5557937
1201,0.09003708
1202,0.030815676
1203,0.015135271
1204,0.19160923
1205,0.14099197
1206,0.046478845
1207,0.9580296
1208,0.480374
1209,0.20174064
1210,0.080969505
1211,0.42596743
1212,0.6720428
1213,0.017656883
1214,0.052798938
1215,0.8536746
1216,0.01897174
1217,0.39662835
1218,0.020673474
1219,0.21524096
1220,0.21323209
1221,0.3179389
1222,0.55902344
1223,0.61566466
1224,0.09088606
1225,0.73379165
1226,0.091890074
1227,0.05778471
1228,0.438029
1229,0.87341475
1230,0.97381204
1231,0.14110498
1232,0.70319605
1233,0.1442927
1234,0.96896285
1235,0.9422751
1236,0.05062115
1237,0.611639
1238,0.8861367
1239,0.5402801
1240,0.04560082
1241,0.21508516
1242,0.23418158
1243,0.0551311
1244,0.20747316
1245,0.4779944
1246,0.5265541
1247,0.2789738
1248,0.03529178
1249,0.31080276
1250,0.18561922
1251,0.69682837
1252,0.32703874
1253,0.031727515
1254,0.64967996
1255,0.59143037
1256,0.3352358
1257,0.1481118
1258,0.09833215
1259,0.17606442
1260,0.6474532
1261,0.07494974
1262,0.509829
1263,0.49435964
1264,0.05956509
1265,0.024840377
1266,0.08908763
1267,0.3738225
1268,0.62172264
1269,0.27153683
1270,0.43574694
1271,0.025404371
1272,0.7144128
1273,0.15124236
1274,0.50848067
1275,0.36126152
1276,0.9103449
1277,0.5499368
1278,0.757675
1279,0.5018046
1280,0.010550549
1281,0.5332397
1282,0.120573804
1283,0.24385953
1284,0.57272357
1285,0.04179932
1286,0.066178374
1287,0.07543952
1288,0.32175782
1289,0.117661834
1290,0.58751965
1291,0.26320913
1292,0.69089866
1293,0.23354112
1294,0.90374917
1295,0.05526743
1296,0.024006976
1297,0.039376777
1298,0.01924994
1299,0.028825067
1300,0.36275628
1301,0.1958712
1302,0.12511687
1303,0.2914705
1304,0.6912554
1305,0.043470744
1306,0.025315676
1307,0.475473
1308,0.21049428
1309,0.12573992
1310,0.10475137
1311,0.014658233
1312,0.31789824
1313,0.6576049
1314,0.06643079
1315,0.2236514
1316,0.34830227
1317,0.8471368
1318,0.023210894
1319,0.074244656
1320,0.021993885
1321,0.009090899
1322,0.23264234
1323,0.5508872
1324,0.42137915
1325,0.1685494
1326,0.09373378
1327,0.2730166
1328,0.4772952
1329,0.50258005
1330,0.21145335
1331,0.080177374
1332,0.24926803
1333,0.18795584
1334,0.22786066
1335,0.68053824
1336,0.30173436
1337,0.10021415
1338,0.17620882
1339,0.60315996
1340,0.1755285
1341,0.09585077
1342,0.22304969
1343,0.047119524
1344,0.1594615
1345,0.16716853
1346,0.06437674
1347,0.5873117
1348,0.7954649
1349,0.55174965
1350,0.13227662
1351,0.5773578
1352,0.10032034
1353,0.035772275
1354,0.2101039
1355,0.04589215
1356,0.16033883
1357,0.60944736
1358,0.035140336
1359,0.12928292
1360,0.018149048
1361,0.42217973
1362,0.20061329
1363,0.0679912
1364,0.28485698
1365,0.6965045
1366,0.15896337
1367,0.03848986
1368,0.7571127
1369,0.9093925
1370,0.099012055
1371,0.56744444
1372,0.30125928
1373,0.25923088
1374,0.2900268
1375,0.52837294
1376,0.056259915
1377,0.5990488
1378,0.10474848
1379,0.12068648
1380,0.15731859
1381,0.60676336
1382,0.40442526
1383,0.05850713
1384,0.12887992
1385,0.026525797
1386,0.053291086
1387,0.3362085
1388,0.21272908
1389,0.31024936
1390,0.31613007
1391,0.1902262
1392,0.046459254
1393,0.73572916
1394,0.33771402
1395,0.7849676
1396,0.08680877
1397,0.06430163
1398,0.23234695
1399,0.29056928
1400,0.2271534
1401,0.09906598
1402,0.06160882
1403,0.098018646
1404,0.22611666
1405,0.07021992
1406,0.057714958
1407,0.05149179
1408,0.25657448
1409,0.2596938
1410,0.18634309
1411,0.31027
1412,0.10150859
1413,0.23500924
1414,0.3536301
1415,0.060970526
1416,0.11372548
1417,0.18740135
1418,0.042759627
1419,0.96739376
1420,0.18652412
1421,0.03867026
1422,0.5201724
1423,0.01294643
1424,0.22538196
1425,0.09424834
1426,0.030956268
1427,0.052831497
1428,0.11177315
1429,0.6051568
1430,0.296983
1431,0.6331245
1432,0.050732274
1433,0.16357346
1434,0.033476546
1435,0.061227754
1436,0.86753905
1437,0.1518057
1438,0.057087116
1439,0.1482519
1440,0.781593
1441,0.10898658
1442,0.16627304
1443,0.15731859
1444,0.06238004
1445,0.23648086
1446,0.8235994
1447,0.71697277
1448,0.09575185
1449,0.38379848
1450,0.2071155
1451,0.5857259
1452,0.074788034
1453,0.13053165
1454,0.021097861
1455,0.21121001
1456,0.6306999
1457,0.280364
1458,0.0463016
1459,0.2042902
1460,0.3179701
1461,0.31844032
1462,0.35620013
1463,0.2753041
1464,0.25500607
1465,0.07472842
1466,0.10357025
1467,0.48003456
1468,0.21493547
1469,0.4485591
1470,0.06730601
1471,0.1431569
1472,0.0639067
1473,0.09783429
1474,0.22960547
1475,0.8025953
1476,0.7503854
1477,0.29745322
1478,0.04679083
1479,0.52273506
1480,0.17512468
1481,0.08424485
1482,0.3440726
1483,0.34586185
1484,0.030118851
1485,0.8133759
1486,0.9382187
1487,0.5467636
1488,0.036206517
1489,0.22951058
1490,0.17028883
1491,0.25043294
1492,0.40612227
1493,0.15912707
1494,0.33881778
1495,0.6900832
1496,0.13679752
1497,0.15405263
1498,0.5771475
1499,0.02713243
1500,0.11806186
1501,0.5887247
1502,0.15173332
1503,0.64984787
1504,0.74996966
1505,0.2385858
1506,0.49358237
1507,0.25864
1508,0.5550317
1509,0.039142806
1510,0.09988547
1511,0.033002075
1512,0.1407193
1513,0.15289229
1514,0.16190399
1515,0.16984995
1516,0.024082225
1517,0.77239764
1518,0.5508351
1519,0.2669447
1520,0.115985796
1521,0.23182125
1522,0.37205836
1523,0.18760352
1524,0.28348967
1525,0.47668174
1526,0.7779418
1527,0.379927
1528,0.21974494
1529,0.14521147
1530,0.13511112
1531,0.0786512
1532,0.20940422
1533,0.5405636
1534,0.47053602
1535,0.10215655
1536,0.08245887
1537,0.8586747
1538,0.071854524
1539,0.10568221
1540,0.05052576
1541,0.7133364
1542,0.048283167
1543,0.25717905
1544,0.19997448
1545,0.41749638
1546,0.15206341
1547,0.6278165
1548,0.2581324
1549,0.63938546
1550,0.079320066
1551,0.119422324
1552,0.07714884
1553,0.41151604
1554,0.15797493
1555,0.8905063
1556,0.19216444
1557,0.10978297
1558,0.8715204
1559,0.43634683
1560,0.5190011
1561,0.6162257
1562,0.048635785
1563,0.70629007
1564,0.23996928
1565,0.16885765
1566,0.21231237
1567,0.044415746
1568,0.021818724
1569,0.48057458
1570,0.78606623
1571,0.057822417
1572,0.2694763
1573,0.5310195
1574,0.02050927
1575,0.1119481
1576,0.3070183
1577,0.017121317
1578,0.13238136
1579,0.041752253
1580,0.025265621
1581,0.030824833
1582,0.028983925
1583,0.023958758
1584,0.019773327
1585,0.15444362
1586,0.83483946
1587,0.31612724
1588,0.703309
1589,0.0576204
1590,0.2084022
1591,0.5204819
1592,0.04603767
1593,0.05918573
1594,0.5817146
1595,0.6583855
1596,0.13795109
1597,0.024495652
1598,0.07332102
1599,0.3198267
1600,0.03290567
1601,0.2648708
1602,0.07817632
1603,0.60149914
1604,0.048302464
1605,0.071174145
1606,0.4508106
1607,0.7156127
1608,0.48513585
1609,0.16615325
1610,0.07467089
1611,0.26409906
1612,0.70500684
1613,0.26865447
1614,0.6217326
1615,0.14969973
1616,0.9367437
1617,0.9620912
1618,0.41475964
1619,0.5645028
1620,0.8646919
1621,0.87206393
1622,0.43627134
1623,0.86395544
1624,0.46648937
1625,0.014115578
1626,0.07251293
1627,0.27858073
1628,0.05751404
1629,0.022572178
1630,0.113132544
1631,0.3008553
1632,0.85897607
1633,0.6756051
1634,0.2077798
1635,0.092153184
1636,0.29509303
1637,0.16019307
1638,0.04279653
1639,0.07831906
1640,0.15021358
1641,0.066534296
1642,0.020530093
1643,0.037874438
1644,0.040404733
1645,0.24163054
1646,0.23089248
1647,0.8011421
1648,0.2786564
1649,0.13792744
1650,0.61690784
1651,0.5547553
1652,0.015515463
1653,0.1128706
1654,0.6120959
1655,0.027997198
1656,0.011077879
1657,0.049094737
1658,0.2717505
1659,0.38958088
1660,0.8976173
1661,0.07752937
1662,0.44610298
1663,0.101763375
1664,0.36448032
1665,0.14250605
1666,0.31115547
1667,0.10183612
1668,0.56382835
1669,0.04225248
